% Model,LargeGraphiteBlockCharge_v3_mdotbnd_charge_discharge.mph
% Version,COMSOL 6.0.0.405
% Date,"Oct 3 2022, 18:08"
% Table,Accumulated Probe Table 24 - 
% hours (h),max_flowrate_factor,Time (s),"Temperature (K), inlet_T","Temperature (K), outlet_T_5","Temperature (K), block_1","Temperature (K), Sn_block_1","Temperature (K), bottom_right_T","Outward mass flow rate across feature selection (kg/s), mass_flowrate",Global Variable Probe 1
72,10,31860,2173,2663.0509886209084,2435.4341544243325,2415.4190039931655,2666.6026818039604,0.0657202739138229,32.20628520390576
72,10,32040,2173,2662.70300655245,2434.093338589787,2414.0781056110727,2666.3603103685437,0.06576745544307096,32.20652066377614
72,10,32220,2173,2662.3459244713763,2432.752531234046,2412.737405949805,2666.110927748944,0.06581512684805985,32.20636409166471
72,10,32400,2173,2661.981421558473,2431.411723044965,2411.3966519812484,2665.8558725540097,0.065864384655703,32.206460439019686
72,10,32580,2173,2661.608215026091,2430.0709078273485,2410.0558003469796,2665.5941804308204,0.0659151117794541,32.20666510980432
72,10,32760,2173,2661.225982009479,2428.730091383029,2408.7150148446426,2665.325555761461,0.06596647527475942,32.20654717072341
72,10,32940,2173,2660.831652618466,2427.389291701149,2407.374429684236,2665.0475584946053,0.06601898487124545,32.20615049393313
72,10,33120,2173,2660.4272601004236,2426.048515356461,2406.034015879532,2664.761731230096,0.06607271532097783,32.20564259629948
72,10,33300,2173,2660.010652258628,2424.707725049736,2404.6932130932005,2664.4665081118233,0.06613011675879894,32.2060712966419
72,10,33480,2173,2659.581527449137,2423.366907958414,2403.352158967334,2664.16158542158,0.06618971782018626,32.206693998373524
72,10,33660,2173,2659.14276326608,2422.0260979747773,2402.01139012175,2663.8490681484914,0.06624896701873424,32.206455890010815
72,10,33840,2173,2658.6932185542305,2420.685291926305,2400.6706666847326,2663.528149166367,0.0663101123889989,32.20637190890557
72,10,34020,2173,2658.231201341993,2419.344475086986,2399.329811777154,2663.1975376902305,0.06637383112883041,32.206653816312894
72,10,34200,2173,2657.7589523891183,2418.003670951648,2397.989156798974,2662.8588644358274,0.06643785628554616,32.20634561196016
72,10,34380,2173,2657.2748530516114,2416.662868054387,2396.648445261341,2662.5108997713846,0.06650432458456607,32.20637201548737
72,10,34560,2173,2656.7772597329786,2415.322050042891,2395.307555132896,2662.1523309339427,0.06657357902083907,32.20678362931844
72,10,34740,2173,2656.2690932677096,2413.981244631565,2393.9668984816335,2661.78533619811,0.066642880065783,32.20644422213965
72,10,34920,2173,2655.748957146069,2412.6404438499517,2392.6262213859836,2661.4089275835377,0.06671448719195086,32.20634911844904
72,10,35100,2173,2655.2147325511614,2411.2996280534226,2391.2853392211487,2661.0214495595915,0.06678923138348038,32.206751348882605
72,10,35280,2173,2654.669268170335,2409.9588242215996,2389.944676364217,2660.6249852080723,0.06686422201619041,32.206440885317164
72,10,35460,2173,2654.11126140162,2408.618026683687,2388.604024786685,2660.218566315027,0.0669415178819926,32.20631810834453
72,10,35640,2173,2653.538746451118,2407.277215634857,2387.2631750045193,2659.800673852595,0.0670220134125751,32.206674309908855
72,10,35820,2173,2652.9544091607145,2405.936417837492,2385.9225456269064,2659.3732875864403,0.06710291663695699,32.20634070745134
72,10,36000,2173,2652.3565530144742,2404.595623834717,2384.581873297159,2658.93513691584,0.06718654270675782,32.20630952087112
72,10,36180,2173,2651.7439405382374,2403.254818058388,2383.241037142039,2658.485237760529,0.0672731200442111,32.206598582267475
